influencer_follower_demo_id,influencer_id,collected_date,influencer_follower_gender,influencer_follower_age_group,engagement_type,engaged_follower_count,engaged_follower_ratio
inffol-0402,inf-0022,2026-06-01,여성,10대,like,62,6.15
inffol-0403,inf-0022,2026-06-01,여성,20대,like,245,24.31
inffol-0404,inf-0022,2026-06-01,여성,30대,like,47,4.66
inffol-0405,inf-0022,2026-06-01,여성,40대,like,64,6.35
inffol-0406,inf-0022,2026-06-01,여성,50대,like,4,0.4
inffol-0407,inf-0022,2026-06-01,남성,10대,comment,28,2.78
inffol-0408,inf-0022,2026-06-01,남성,20대,comment,69,6.85
inffol-0409,inf-0022,2026-06-01,남성,30대,comment,8,0.79
inffol-0410,inf-0022,2026-06-01,남성,40대,comment,23,2.28
inffol-0411,inf-0022,2026-06-01,남성,50대,comment,1,0.1
inffol-0412,inf-0022,2026-06-01,여성,10대,comment,9,0.89
inffol-0413,inf-0022,2026-06-01,여성,20대,comment,88,8.73
inffol-0414,inf-0022,2026-06-01,여성,30대,comment,13,1.29
inffol-0415,inf-0022,2026-06-01,여성,40대,comment,19,1.88
inffol-0416,inf-0022,2026-06-01,여성,50대,comment,1,0.1
inffol-0417,inf-0023,2026-06-01,남성,10대,like,2,0.21
inffol-0418,inf-0023,2026-06-01,남성,20대,like,137,14.41
inffol-0419,inf-0023,2026-06-01,남성,30대,like,103,10.83
inffol-0420,inf-0023,2026-06-01,남성,40대,like,8,0.84
inffol-0421,inf-0023,2026-06-01,남성,50대,like,3,0.32
inffol-0422,inf-0023,2026-06-01,여성,10대,like,2,0.21
inffol-0423,inf-0023,2026-06-01,여성,20대,like,190,19.98
inffol-0424,inf-0023,2026-06-01,여성,30대,like,199,20.93
inffol-0425,inf-0023,2026-06-01,여성,40대,like,12,1.26
inffol-0426,inf-0023,2026-06-01,여성,50대,like,9,0.95
inffol-0427,inf-0023,2026-06-01,남성,20대,comment,72,7.57
inffol-0428,inf-0023,2026-06-01,남성,30대,comment,38,4.0
inffol-0429,inf-0023,2026-06-01,남성,40대,comment,5,0.53
inffol-0430,inf-0023,2026-06-01,남성,50대,comment,4,0.42
inffol-0431,inf-0023,2026-06-01,여성,10대,comment,4,0.42
inffol-0432,inf-0023,2026-06-01,여성,20대,comment,72,7.57
inffol-0433,inf-0023,2026-06-01,여성,30대,comment,84,8.83
inffol-0434,inf-0023,2026-06-01,여성,40대,comment,5,0.53
inffol-0435,inf-0023,2026-06-01,여성,50대,comment,2,0.21
inffol-0436,inf-0024,2026-06-01,남성,10대,like,91,4.73
inffol-0437,inf-0024,2026-06-01,남성,20대,like,82,4.26
inffol-0438,inf-0024,2026-06-01,남성,30대,like,94,4.89
inffol-0439,inf-0024,2026-06-01,남성,40대,like,69,3.59
inffol-0440,inf-0024,2026-06-01,남성,50대,like,42,2.18
inffol-0441,inf-0024,2026-06-01,남성,60대+,like,33,1.72
inffol-0442,inf-0024,2026-06-01,여성,10대,like,105,5.46
inffol-0443,inf-0024,2026-06-01,여성,20대,like,95,4.94
inffol-0444,inf-0024,2026-06-01,여성,30대,like,143,7.44
inffol-0445,inf-0024,2026-06-01,여성,40대,like,116,6.03
inffol-0446,inf-0024,2026-06-01,여성,50대,like,61,3.17
inffol-0447,inf-0024,2026-06-01,여성,60대+,like,39,2.03
inffol-0448,inf-0024,2026-06-01,남성,10대,comment,68,3.54
inffol-0449,inf-0024,2026-06-01,남성,20대,comment,95,4.94
inffol-0450,inf-0024,2026-06-01,남성,30대,comment,90,4.68
inffol-0451,inf-0024,2026-06-01,남성,40대,comment,83,4.32
inffol-0452,inf-0024,2026-06-01,남성,50대,comment,41,2.13
inffol-0453,inf-0024,2026-06-01,남성,60대+,comment,38,1.98
inffol-0454,inf-0024,2026-06-01,여성,10대,comment,95,4.94
inffol-0455,inf-0024,2026-06-01,여성,20대,comment,98,5.1
inffol-0456,inf-0024,2026-06-01,여성,30대,comment,139,7.23
inffol-0457,inf-0024,2026-06-01,여성,40대,comment,121,6.29
inffol-0458,inf-0024,2026-06-01,여성,50대,comment,54,2.81
inffol-0459,inf-0024,2026-06-01,여성,60대+,comment,31,1.61
inffol-0460,inf-0025,2026-06-01,남성,10대,like,15,2.72
inffol-0461,inf-0025,2026-06-01,남성,20대,like,110,19.93
inffol-0462,inf-0025,2026-06-01,남성,30대,like,30,5.43
inffol-0463,inf-0025,2026-06-01,남성,40대,like,95,17.21
inffol-0464,inf-0025,2026-06-01,남성,50대,like,53,9.6
inffol-0465,inf-0025,2026-06-01,남성,60대+,like,4,0.72
inffol-0466,inf-0025,2026-06-01,여성,10대,like,8,1.45
inffol-0467,inf-0025,2026-06-01,여성,20대,like,92,16.67
inffol-0468,inf-0025,2026-06-01,여성,30대,like,19,3.44
inffol-0469,inf-0025,2026-06-01,여성,40대,like,68,12.32
inffol-0470,inf-0025,2026-06-01,여성,50대,like,53,9.6
inffol-0471,inf-0025,2026-06-01,여성,60대+,like,1,0.18
inffol-0472,inf-0025,2026-06-01,남성,20대,comment,1,0.18
inffol-0473,inf-0025,2026-06-01,남성,40대,comment,1,0.18
inffol-0474,inf-0025,2026-06-01,남성,50대,comment,1,0.18
inffol-0475,inf-0025,2026-06-01,여성,40대,comment,1,0.18
inffol-0476,inf-0026,2026-06-01,남성,10대,like,3,0.41
inffol-0477,inf-0026,2026-06-01,남성,20대,like,162,22.07
inffol-0478,inf-0026,2026-06-01,남성,30대,like,168,22.89
inffol-0479,inf-0026,2026-06-01,남성,40대,like,3,0.41
inffol-0480,inf-0026,2026-06-01,남성,50대,like,3,0.41
inffol-0481,inf-0026,2026-06-01,여성,10대,like,7,0.95
inffol-0482,inf-0026,2026-06-01,여성,20대,like,88,11.99
inffol-0483,inf-0026,2026-06-01,여성,30대,like,189,25.75
inffol-0484,inf-0026,2026-06-01,여성,40대,like,3,0.41
inffol-0485,inf-0026,2026-06-01,여성,50대,like,1,0.14
inffol-0486,inf-0026,2026-06-01,여성,60대+,like,1,0.14
inffol-0487,inf-0026,2026-06-01,남성,20대,comment,18,2.45
inffol-0488,inf-0026,2026-06-01,남성,30대,comment,40,5.45
inffol-0489,inf-0026,2026-06-01,남성,40대,comment,2,0.27
inffol-0490,inf-0026,2026-06-01,남성,50대,comment,1,0.14
inffol-0491,inf-0026,2026-06-01,여성,20대,comment,11,1.5
inffol-0492,inf-0026,2026-06-01,여성,30대,comment,29,3.95
inffol-0493,inf-0026,2026-06-01,여성,40대,comment,3,0.41
inffol-0494,inf-0026,2026-06-01,여성,50대,comment,1,0.14
inffol-0495,inf-0026,2026-06-01,여성,60대+,comment,1,0.14
inffol-0496,inf-0027,2026-06-01,남성,10대,like,24,4.99
inffol-0497,inf-0027,2026-06-01,남성,20대,like,12,2.49
inffol-0498,inf-0027,2026-06-01,남성,30대,like,26,5.41
inffol-0499,inf-0027,2026-06-01,남성,40대,like,44,9.15
inffol-0500,inf-0027,2026-06-01,남성,50대,like,3,0.62
inffol-0501,inf-0027,2026-06-01,남성,60대+,like,48,9.98
inffol-0502,inf-0027,2026-06-01,여성,10대,like,11,2.29
inffol-0503,inf-0027,2026-06-01,여성,20대,like,12,2.49
inffol-0504,inf-0027,2026-06-01,여성,30대,like,21,4.37
inffol-0505,inf-0027,2026-06-01,여성,40대,like,26,5.41
inffol-0506,inf-0027,2026-06-01,여성,50대,like,5,1.04
inffol-0507,inf-0027,2026-06-01,여성,60대+,like,31,6.44
inffol-0508,inf-0027,2026-06-01,남성,10대,comment,23,4.78
inffol-0509,inf-0027,2026-06-01,남성,20대,comment,10,2.08
inffol-0510,inf-0027,2026-06-01,남성,30대,comment,19,3.95
inffol-0511,inf-0027,2026-06-01,남성,40대,comment,25,5.2
inffol-0512,inf-0027,2026-06-01,남성,50대,comment,3,0.62
inffol-0513,inf-0027,2026-06-01,남성,60대+,comment,40,8.32
inffol-0514,inf-0027,2026-06-01,여성,10대,comment,13,2.7
inffol-0515,inf-0027,2026-06-01,여성,20대,comment,8,1.66
inffol-0516,inf-0027,2026-06-01,여성,30대,comment,18,3.74
inffol-0517,inf-0027,2026-06-01,여성,40대,comment,30,6.24
inffol-0518,inf-0027,2026-06-01,여성,50대,comment,3,0.62
inffol-0519,inf-0027,2026-06-01,여성,60대+,comment,26,5.41
inffol-0520,inf-0028,2026-06-01,남성,10대,like,41,4.99
inffol-0521,inf-0028,2026-06-01,남성,20대,like,224,27.25
inffol-0522,inf-0028,2026-06-01,남성,30대,like,249,30.29
inffol-0523,inf-0028,2026-06-01,남성,40대,like,5,0.61
inffol-0524,inf-0028,2026-06-01,남성,50대,like,19,2.31
inffol-0525,inf-0028,2026-06-01,남성,60대+,like,10,1.22
inffol-0526,inf-0028,2026-06-01,여성,10대,like,17,2.07
inffol-0527,inf-0028,2026-06-01,여성,20대,like,72,8.76
inffol-0528,inf-0028,2026-06-01,여성,30대,like,105,12.77
inffol-0529,inf-0028,2026-06-01,여성,40대,like,6,0.73
inffol-0530,inf-0028,2026-06-01,여성,50대,like,10,1.22
inffol-0531,inf-0028,2026-06-01,여성,60대+,like,4,0.49
inffol-0532,inf-0028,2026-06-01,남성,10대,comment,5,0.61
inffol-0533,inf-0028,2026-06-01,남성,20대,comment,14,1.7
inffol-0534,inf-0028,2026-06-01,남성,30대,comment,20,2.43
inffol-0535,inf-0028,2026-06-01,남성,60대+,comment,2,0.24
inffol-0536,inf-0028,2026-06-01,여성,10대,comment,1,0.12
inffol-0537,inf-0028,2026-06-01,여성,20대,comment,7,0.85
inffol-0538,inf-0028,2026-06-01,여성,30대,comment,9,1.09
inffol-0539,inf-0028,2026-06-01,여성,50대,comment,2,0.24
inffol-0540,inf-0029,2026-06-01,남성,10대,like,1,1.54
inffol-0541,inf-0029,2026-06-01,남성,20대,like,9,13.85
inffol-0542,inf-0029,2026-06-01,남성,30대,like,4,6.15
inffol-0543,inf-0029,2026-06-01,남성,40대,like,3,4.62
inffol-0544,inf-0029,2026-06-01,남성,50대,like,1,1.54
inffol-0545,inf-0029,2026-06-01,남성,60대+,like,2,3.08
inffol-0546,inf-0029,2026-06-01,여성,20대,like,10,15.38
inffol-0547,inf-0029,2026-06-01,여성,30대,like,8,12.31
inffol-0548,inf-0029,2026-06-01,여성,40대,like,8,12.31
inffol-0549,inf-0029,2026-06-01,여성,50대,like,1,1.54
inffol-0550,inf-0029,2026-06-01,여성,60대+,like,4,6.15
inffol-0551,inf-0029,2026-06-01,남성,20대,comment,1,1.54
inffol-0552,inf-0029,2026-06-01,남성,30대,comment,1,1.54
inffol-0553,inf-0029,2026-06-01,남성,40대,comment,2,3.08
inffol-0554,inf-0029,2026-06-01,여성,20대,comment,6,9.23
inffol-0555,inf-0029,2026-06-01,여성,30대,comment,2,3.08
inffol-0556,inf-0029,2026-06-01,여성,40대,comment,1,1.54
inffol-0557,inf-0029,2026-06-01,여성,60대+,comment,1,1.54
inffol-0558,inf-0030,2026-06-01,남성,10대,like,6,0.41
inffol-0559,inf-0030,2026-06-01,남성,20대,like,66,4.55
inffol-0560,inf-0030,2026-06-01,남성,30대,like,174,12.0
inffol-0561,inf-0030,2026-06-01,남성,40대,like,197,13.59
inffol-0562,inf-0030,2026-06-01,남성,50대,like,6,0.41
inffol-0563,inf-0030,2026-06-01,남성,60대+,like,1,0.07
inffol-0564,inf-0030,2026-06-01,여성,10대,like,3,0.21
inffol-0565,inf-0030,2026-06-01,여성,20대,like,67,4.62
inffol-0566,inf-0030,2026-06-01,여성,30대,like,213,14.69
inffol-0567,inf-0030,2026-06-01,여성,40대,like,139,9.59
inffol-0568,inf-0030,2026-06-01,여성,50대,like,4,0.28
inffol-0569,inf-0030,2026-06-01,여성,60대+,like,3,0.21
inffol-0570,inf-0030,2026-06-01,남성,10대,comment,3,0.21
inffol-0571,inf-0030,2026-06-01,남성,20대,comment,46,3.17
inffol-0572,inf-0030,2026-06-01,남성,30대,comment,118,8.14
inffol-0573,inf-0030,2026-06-01,남성,40대,comment,119,8.21
inffol-0574,inf-0030,2026-06-01,남성,50대,comment,3,0.21
inffol-0575,inf-0030,2026-06-01,남성,60대+,comment,1,0.07
inffol-0576,inf-0030,2026-06-01,여성,10대,comment,3,0.21
inffol-0577,inf-0030,2026-06-01,여성,20대,comment,46,3.17
inffol-0578,inf-0030,2026-06-01,여성,30대,comment,121,8.34
inffol-0579,inf-0030,2026-06-01,여성,40대,comment,104,7.17
inffol-0580,inf-0030,2026-06-01,여성,50대,comment,4,0.28
inffol-0581,inf-0030,2026-06-01,여성,60대+,comment,3,0.21
inffol-0582,inf-0031,2026-06-01,남성,10대,like,4,0.24
inffol-0583,inf-0031,2026-06-01,남성,20대,like,166,10.15
inffol-0584,inf-0031,2026-06-01,남성,30대,like,161,9.84
inffol-0585,inf-0031,2026-06-01,남성,40대,like,90,5.5
inffol-0586,inf-0031,2026-06-01,남성,50대,like,156,9.54
inffol-0587,inf-0031,2026-06-01,여성,10대,like,3,0.18
inffol-0588,inf-0031,2026-06-01,여성,20대,like,101,6.17
inffol-0589,inf-0031,2026-06-01,여성,30대,like,89,5.44
inffol-0590,inf-0031,2026-06-01,여성,40대,like,87,5.32
inffol-0591,inf-0031,2026-06-01,여성,50대,like,74,4.52
inffol-0592,inf-0031,2026-06-01,여성,60대+,like,1,0.06
inffol-0593,inf-0031,2026-06-01,남성,10대,comment,6,0.37
inffol-0594,inf-0031,2026-06-01,남성,20대,comment,127,7.76
inffol-0595,inf-0031,2026-06-01,남성,30대,comment,117,7.15
inffol-0596,inf-0031,2026-06-01,남성,40대,comment,60,3.67
inffol-0597,inf-0031,2026-06-01,남성,50대,comment,122,7.46
inffol-0598,inf-0031,2026-06-01,남성,60대+,comment,1,0.06
inffol-0599,inf-0031,2026-06-01,여성,10대,comment,3,0.18
inffol-0600,inf-0031,2026-06-01,여성,20대,comment,80,4.89
inffol-0601,inf-0031,2026-06-01,여성,30대,comment,71,4.34
inffol-0602,inf-0031,2026-06-01,여성,40대,comment,66,4.03
inffol-0603,inf-0031,2026-06-01,여성,50대,comment,50,3.06
inffol-0604,inf-0031,2026-06-01,여성,60대+,comment,1,0.06
inffol-0605,inf-0032,2026-06-01,남성,10대,like,3,1.0
inffol-0606,inf-0032,2026-06-01,남성,20대,like,18,5.98
inffol-0607,inf-0032,2026-06-01,남성,30대,like,89,29.57
inffol-0608,inf-0032,2026-06-01,남성,40대,like,2,0.66
inffol-0609,inf-0032,2026-06-01,남성,50대,like,1,0.33
inffol-0610,inf-0032,2026-06-01,여성,10대,like,2,0.66
inffol-0611,inf-0032,2026-06-01,여성,20대,like,18,5.98
inffol-0612,inf-0032,2026-06-01,여성,30대,like,107,35.55
inffol-0613,inf-0032,2026-06-01,여성,40대,like,6,1.99
inffol-0614,inf-0032,2026-06-01,여성,50대,like,4,1.33
inffol-0615,inf-0032,2026-06-01,여성,60대+,like,4,1.33
inffol-0616,inf-0032,2026-06-01,남성,20대,comment,2,0.66
inffol-0617,inf-0032,2026-06-01,남성,30대,comment,16,5.32
inffol-0618,inf-0032,2026-06-01,남성,60대+,comment,1,0.33
inffol-0619,inf-0032,2026-06-01,여성,30대,comment,28,9.3
inffol-0620,inf-0033,2026-06-01,남성,10대,like,2,0.71
inffol-0621,inf-0033,2026-06-01,남성,20대,like,66,23.49
inffol-0622,inf-0033,2026-06-01,남성,30대,like,17,6.05
inffol-0623,inf-0033,2026-06-01,남성,40대,like,14,4.98
inffol-0624,inf-0033,2026-06-01,남성,50대,like,6,2.14
inffol-0625,inf-0033,2026-06-01,여성,20대,like,30,10.68
inffol-0626,inf-0033,2026-06-01,여성,30대,like,13,4.63
inffol-0627,inf-0033,2026-06-01,여성,40대,like,5,1.78
inffol-0628,inf-0033,2026-06-01,여성,50대,like,1,0.36
inffol-0629,inf-0033,2026-06-01,남성,20대,comment,58,20.64
inffol-0630,inf-0033,2026-06-01,남성,30대,comment,18,6.41
inffol-0631,inf-0033,2026-06-01,남성,40대,comment,9,3.2
inffol-0632,inf-0033,2026-06-01,남성,50대,comment,7,2.49
inffol-0633,inf-0033,2026-06-01,여성,20대,comment,21,7.47
inffol-0634,inf-0033,2026-06-01,여성,30대,comment,9,3.2
inffol-0635,inf-0033,2026-06-01,여성,40대,comment,2,0.71
inffol-0636,inf-0033,2026-06-01,여성,50대,comment,3,1.07
inffol-0637,inf-0034,2026-06-01,남성,10대,like,32,2.21
inffol-0638,inf-0034,2026-06-01,남성,20대,like,243,16.76
inffol-0639,inf-0034,2026-06-01,남성,30대,like,203,14.0
inffol-0640,inf-0034,2026-06-01,남성,40대,like,113,7.79
inffol-0641,inf-0034,2026-06-01,남성,50대,like,52,3.59
inffol-0642,inf-0034,2026-06-01,남성,60대+,like,26,1.79
inffol-0643,inf-0034,2026-06-01,여성,10대,like,14,0.97
inffol-0644,inf-0034,2026-06-01,여성,20대,like,76,5.24
inffol-0645,inf-0034,2026-06-01,여성,30대,like,81,5.59
inffol-0646,inf-0034,2026-06-01,여성,40대,like,27,1.86
inffol-0647,inf-0034,2026-06-01,여성,50대,like,13,0.9
inffol-0648,inf-0034,2026-06-01,여성,60대+,like,6,0.41
inffol-0649,inf-0034,2026-06-01,남성,10대,comment,20,1.38
inffol-0650,inf-0034,2026-06-01,남성,20대,comment,147,10.14
inffol-0651,inf-0034,2026-06-01,남성,30대,comment,133,9.17
inffol-0652,inf-0034,2026-06-01,남성,40대,comment,68,4.69
inffol-0653,inf-0034,2026-06-01,남성,50대,comment,28,1.93
inffol-0654,inf-0034,2026-06-01,남성,60대+,comment,20,1.38
inffol-0655,inf-0034,2026-06-01,여성,10대,comment,9,0.62
inffol-0656,inf-0034,2026-06-01,여성,20대,comment,57,3.93
inffol-0657,inf-0034,2026-06-01,여성,30대,comment,48,3.31
inffol-0658,inf-0034,2026-06-01,여성,40대,comment,19,1.31
inffol-0659,inf-0034,2026-06-01,여성,50대,comment,11,0.76
inffol-0660,inf-0034,2026-06-01,여성,60대+,comment,4,0.28
inffol-0661,inf-0035,2026-06-01,남성,10대,like,4,0.26
inffol-0662,inf-0035,2026-06-01,남성,20대,like,265,17.13
inffol-0663,inf-0035,2026-06-01,남성,30대,like,89,5.75
inffol-0664,inf-0035,2026-06-01,남성,40대,like,113,7.3
inffol-0665,inf-0035,2026-06-01,남성,50대,like,2,0.13
inffol-0666,inf-0035,2026-06-01,여성,10대,like,8,0.52
inffol-0667,inf-0035,2026-06-01,여성,20대,like,303,19.59
inffol-0668,inf-0035,2026-06-01,여성,30대,like,84,5.43
inffol-0669,inf-0035,2026-06-01,여성,40대,like,94,6.08
inffol-0670,inf-0035,2026-06-01,여성,60대+,like,1,0.06
inffol-0671,inf-0035,2026-06-01,남성,10대,comment,4,0.26
inffol-0672,inf-0035,2026-06-01,남성,20대,comment,183,11.83
inffol-0673,inf-0035,2026-06-01,남성,30대,comment,61,3.94
inffol-0674,inf-0035,2026-06-01,남성,40대,comment,59,3.81
inffol-0675,inf-0035,2026-06-01,남성,50대,comment,2,0.13
inffol-0676,inf-0035,2026-06-01,여성,10대,comment,10,0.65
inffol-0677,inf-0035,2026-06-01,여성,20대,comment,150,9.7
inffol-0678,inf-0035,2026-06-01,여성,30대,comment,62,4.01
inffol-0679,inf-0035,2026-06-01,여성,40대,comment,52,3.36
inffol-0680,inf-0035,2026-06-01,여성,60대+,comment,1,0.06
inffol-0681,inf-0036,2026-06-01,남성,10대,like,91,7.15
inffol-0682,inf-0036,2026-06-01,남성,20대,like,139,10.92
inffol-0683,inf-0036,2026-06-01,남성,30대,like,91,7.15
inffol-0684,inf-0036,2026-06-01,남성,40대,like,63,4.95
inffol-0685,inf-0036,2026-06-01,남성,50대,like,1,0.08
inffol-0686,inf-0036,2026-06-01,남성,60대+,like,1,0.08
inffol-0687,inf-0036,2026-06-01,여성,10대,like,114,8.96
inffol-0688,inf-0036,2026-06-01,여성,20대,like,182,14.3
inffol-0689,inf-0036,2026-06-01,여성,30대,like,116,9.11
inffol-0690,inf-0036,2026-06-01,여성,40대,like,72,5.66
inffol-0691,inf-0036,2026-06-01,여성,50대,like,2,0.16
inffol-0692,inf-0036,2026-06-01,여성,60대+,like,1,0.08
inffol-0693,inf-0036,2026-06-01,남성,10대,comment,50,3.93
inffol-0694,inf-0036,2026-06-01,남성,20대,comment,56,4.4
inffol-0695,inf-0036,2026-06-01,남성,30대,comment,50,3.93
inffol-0696,inf-0036,2026-06-01,남성,40대,comment,36,2.83
inffol-0697,inf-0036,2026-06-01,남성,60대+,comment,1,0.08
inffol-0698,inf-0036,2026-06-01,여성,10대,comment,61,4.79
inffol-0699,inf-0036,2026-06-01,여성,20대,comment,59,4.63
inffol-0700,inf-0036,2026-06-01,여성,30대,comment,54,4.24
inffol-0701,inf-0036,2026-06-01,여성,40대,comment,31,2.44
inffol-0702,inf-0036,2026-06-01,여성,50대,comment,1,0.08
inffol-0703,inf-0036,2026-06-01,여성,60대+,comment,1,0.08
inffol-0704,inf-0037,2026-06-01,남성,10대,like,3,0.58
inffol-0705,inf-0037,2026-06-01,남성,20대,like,93,17.99
inffol-0706,inf-0037,2026-06-01,남성,30대,like,54,10.44
inffol-0707,inf-0037,2026-06-01,남성,40대,like,62,11.99
inffol-0708,inf-0037,2026-06-01,남성,50대,like,14,2.71
inffol-0709,inf-0037,2026-06-01,여성,10대,like,5,0.97
inffol-0710,inf-0037,2026-06-01,여성,20대,like,34,6.58
inffol-0711,inf-0037,2026-06-01,여성,30대,like,43,8.32
inffol-0712,inf-0037,2026-06-01,여성,40대,like,54,10.44
inffol-0713,inf-0037,2026-06-01,여성,50대,like,17,3.29
inffol-0714,inf-0037,2026-06-01,남성,10대,comment,6,1.16
inffol-0715,inf-0037,2026-06-01,남성,20대,comment,26,5.03
inffol-0716,inf-0037,2026-06-01,남성,30대,comment,20,3.87
inffol-0717,inf-0037,2026-06-01,남성,40대,comment,28,5.42
inffol-0718,inf-0037,2026-06-01,남성,50대,comment,6,1.16
inffol-0719,inf-0037,2026-06-01,여성,10대,comment,2,0.39
inffol-0720,inf-0037,2026-06-01,여성,20대,comment,17,3.29
inffol-0721,inf-0037,2026-06-01,여성,30대,comment,18,3.48
inffol-0722,inf-0037,2026-06-01,여성,40대,comment,12,2.32
inffol-0723,inf-0037,2026-06-01,여성,50대,comment,3,0.58
inffol-0724,inf-0038,2026-06-01,남성,10대,like,62,4.76
inffol-0725,inf-0038,2026-06-01,남성,20대,like,162,12.43
inffol-0726,inf-0038,2026-06-01,남성,30대,like,205,15.73
inffol-0727,inf-0038,2026-06-01,남성,40대,like,27,2.07
inffol-0728,inf-0038,2026-06-01,남성,50대,like,143,10.97
inffol-0729,inf-0038,2026-06-01,남성,60대+,like,34,2.61
inffol-0730,inf-0038,2026-06-01,여성,10대,like,2,0.15
inffol-0731,inf-0038,2026-06-01,여성,20대,like,6,0.46
inffol-0732,inf-0038,2026-06-01,여성,30대,like,15,1.15
inffol-0733,inf-0038,2026-06-01,여성,40대,like,2,0.15
inffol-0734,inf-0038,2026-06-01,여성,50대,like,10,0.77
inffol-0735,inf-0038,2026-06-01,여성,60대+,like,1,0.08
inffol-0736,inf-0038,2026-06-01,남성,10대,comment,63,4.83
inffol-0737,inf-0038,2026-06-01,남성,20대,comment,137,10.51
inffol-0738,inf-0038,2026-06-01,남성,30대,comment,184,14.12
inffol-0739,inf-0038,2026-06-01,남성,40대,comment,24,1.84
inffol-0740,inf-0038,2026-06-01,남성,50대,comment,158,12.13
inffol-0741,inf-0038,2026-06-01,남성,60대+,comment,34,2.61
inffol-0742,inf-0038,2026-06-01,여성,10대,comment,3,0.23
inffol-0743,inf-0038,2026-06-01,여성,20대,comment,6,0.46
inffol-0744,inf-0038,2026-06-01,여성,30대,comment,11,0.84
inffol-0745,inf-0038,2026-06-01,여성,40대,comment,1,0.08
inffol-0746,inf-0038,2026-06-01,여성,50대,comment,11,0.84
inffol-0747,inf-0038,2026-06-01,여성,60대+,comment,2,0.15
inffol-0748,inf-0039,2026-06-01,남성,10대,like,5,1.89
inffol-0749,inf-0039,2026-06-01,남성,20대,like,51,19.32
inffol-0750,inf-0039,2026-06-01,남성,30대,like,8,3.03
inffol-0751,inf-0039,2026-06-01,남성,40대,like,20,7.58
inffol-0752,inf-0039,2026-06-01,남성,50대,like,10,3.79
inffol-0753,inf-0039,2026-06-01,여성,10대,like,3,1.14
inffol-0754,inf-0039,2026-06-01,여성,20대,like,64,24.24
inffol-0755,inf-0039,2026-06-01,여성,30대,like,12,4.55
inffol-0756,inf-0039,2026-06-01,여성,40대,like,17,6.44
inffol-0757,inf-0039,2026-06-01,여성,50대,like,4,1.52
inffol-0758,inf-0039,2026-06-01,남성,10대,comment,3,1.14
